64,5,27,0,6,0,3,2,3
1024,5,28,0,5,0,3,2,3
64,6,32,0,3,1,5,1,1
1024,6,32,0,3,1,5,1,1
64,5,34,0,3,1,2,1,1
1024,5,36,0,2,1,1,1,1
64,5,27,1,7,0,1,0,2
1024,5,25,1,9,0,1,0,2
64,6,31,0,6,0,1,0,1
1024,5,30,0,6,1,2,0,1
64,4,31,1,5,1,2,1,1
1024,4,31,1,4,1,2,1,2
64,3,21,0,8,0,3,2,3
1024,2,21,1,7,1,5,1,2
64,5,32,0,3,1,6,0,0
1024,5,32,0,1,1,7,0,1
64,6,29,0,2,0,2,0,1
1024,6,28,0,3,0,2,0,1
64,2,28,2,6,1,4,0,1
1024,2,26,3,7,0,5,0,1
