15 B
293 R
293 R
4020 B
293 B
287 B
293 R
131 B
293 R
3160 B
293 R
48 B
293 R
227 B
293 R
121 B
293 R
239 B
293 B
253 B
49 R
34 R
34 R
34 R
34 R
77 R
55 R
55 R
65 R
77 R
52 R
34 R
129 R
34 R
61 R
3389 R
61 R
12233 R
61 R
2981 R
61 R
3560 R
61 R
61 R
8120 R
61 R
12126 R
61 R
61 R
7095 R
61 B
13383 R
61 R
7566 R
61 R
3901 R
61 R
11482 R
61 R
4682 R
61 R
1547 R
61 R
3279 R
61 R
7978 R
61 R
4161 R
61 R
2615 R
61 R
4236 R
61 R
1247 R
61 R
7066 R
61 R
1296 R
61 R
1062 R
61 R
588 R
61 R
9631 R
61 R
1568 R
61 R
581 R
61 R
12437 R
61 R
10593 R
61 R
3065 R
61 R
5237 R
61 R
2118 R
61 R
3715 R
61 R
6220 R
61 R
4342 R
61 R
7223 R
61 R
3779 R
61 R
3073 R
61 R
13237 R
61 R
2325 R
61 R
6093 R
61 R
2454 R
61 R
611 R
61 R
5956 R
61 R
9262 R
61 R
9129 R
383 B
319 B
383 R
383 R
336 B
383 R
552 B
383 R
3228 B
383 R
376 B
383 R
309 B
383 R
222 B
10 B
10 R
10 R
10 B
10 B
10 R
37 R
37 R
12 R
12 R
11 R
110 R
110 R
104 B
110 R
110 B
1034 B
110 R
72 B
110 R
39939 B
19 R
140 B
19 R
40 B
19 R
19 R
171 R
18 R
171 R
18 R
171 B
1323 R
171 R
36 R
171 R
26 R
171 R
62 R
63 B
62 B
36 B
62 R
62 R
59 R
20 R
62 R
52 R
51 R
51 R
63 R
51 R
26 R
26 R
13 B
26 R
13 B
26 R
3564 B
26 B
3563 B
26 R
2663 B
26 R
37 B
26 R
1429 B
26 R
10 R
10 R
109 B
985 R
978 R
985 R
985 R
64 R
978 R
978 R
978 R
978 R
978 R
22562 R
51 R
46 B
51 R
141 B
51 B
61 B
51 R
46 B
51 B
64 B
51 B
51 B
51 R
345 B
51 R
46 B
51 R
46 B
51 R
243 B
51 R
46 B
51 R
46 B
51 B
61 B
209 R
1539 R
1539 B
16421 B
1539 B
1635 B
1539 R
60 B
1539 R
78 B
31 R
48 R
31 R
31 R
29 R
31 R
219 B
2500 B
219 R
1508 B
219 R
75 B
219 R
10025 B
219 R
90 B
219 R
90 B
219 R
90 B
219 R
51 B
219 B
3131 B
219 R
2390 B
219 B
2488 B
219 R
710 B
219 R
1712 B
219 R
90 B
219 B
2704 B
219 R
65 B
219 B
215 B
219 R
57 B
219 B
223 B
219 R
2448 B
219 R
61 B
219 B
1311 B
219 B
231 B
20 R
20 R
961 R
44 R
968 R
961 R
961 R
316 R
268 R
968 R
941 R
968 R
157 R
968 R
573 R
175 R
846 R
961 R
26 R
107 R
182 R
961 R
14 B
11 R
20 R
32 R
41 R
12 R
44 R
34158 R
1935 B
34158 R
10058 B
34158 R
28460 B
34158 R
19176 B
34158 R
21850 B
34158 R
6810 B
34158 R
1950 B
34158 R
1950 B
34158 R
16740 B
34158 R
33810 B
34158 R
34026 B
34158 R
20780 B
34158 R
34158 R
17190 B
34158 R
2080 B
34158 R
13862 B
34158 R
15882 B
34158 R
14064 B
34158 R
27516 B
34158 R
29888 B
34158 R
30518 B
34158 R
29126 B
34158 R
29044 B
34158 R
19628 B
34158 R
5648 B
21473 B
17 B
16605 B
17 B
5973 B
17 R
17 B
21 B
17 B
14249 B
17 B
19365 B
17 B
17 B
11673 B
17 B
13485 B
17 R
22940 B
17 B
27893 B
17 B
6541 B
17 B
13149 B
17 B
2801 B
18386 B
9734 B
28 R
16 B
28 R
29 B
28 R
50 B
28 R
43 B
28 B
28 B
28 R
28 R
16 B
28 R
10 B
28 R
36 B
28 R
50 B
28 R
30 B
10 R
25 R
76 B
25 R
74 B
25 R
57 R
10 B
57 B
65 B
57 R
10 B
57 B
57 B
57 B
65 B
57 B
73 B
57 R
57 B
73 B
672 R
672 R
59 B
672 R
328 B
672 R
241 B
672 R
539 B
672 R
212 B
38 R
38 R
42 B
38 R
35 B
1389 R
62 R
66 R
66 R
3547 R
47 R
66 R
58 R
62 R
632 R
5180 R
29 R
430 B
29 R
29 B
29 B
29 R
59 B
29 R
59 B
88 R
70 B
88 R
70 B
88 R
103 B
88 R
70 B
88 R
70 B
88 R
70 B
88 R
85 B
88 R
70 B
88 R
103 B
88 R
103 B
88 R
103 B
88 R
103 B
88 R
85 B
88 R
88 R
85 B
88 R
103 B
88 R
56 B
36 R
63 B
36 R
63 B
36 R
43 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
513 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
16 B
4842 B
20 B
52 R
34 R
50 R
12 B
12 R
12 R
12 R
10 B
12 R
89 R
122 B
89 B
92 B
89 R
89 R
122 B
89 R
119 B
30 B
30 B
30 R
30 R
30 B
30 B
30 R
35 B
30 R
30 R
25 B
30 R
23 B
30 R
29 B
61 R
94 B
61 R
61 B
64 B
61 R
94 B
61 B
64 B
61 R
91 B
61 R
91 B
61 B
64 B
17 R
69 B
17 R
69 B
17 R
30 R
26 B
30 R
42 B
30 R
23 B
30 R
30 R
42 B
30 R
26 B
106 B
71911 B
106 R
106 R
70275 B
106 R
71935 B
106 B
106 B
106 R
15504 B
106 R
11279 B
106 R
64971 B
19 R
19 R
10 B
19 B
41 B
19 R
10 B
4482 R
1066 R
4482 R
1484 R
4482 R
6442 R
4482 R
1140 R
4482 R
1035 R
4482 R
33 R
4482 R
1502 R
4482 R
3651 R
4482 R
7557 R
4482 R
1066 R
4482 R
1531 R
4482 R
13750 R
4482 R
12882 R
4482 R
742 R
4482 R
1066 R
4482 R
2637 R
4482 R
78041 R
4482 R
4482 R
24595 R
4482 R
2758 R
4482 R
926 R
4482 R
3148 R
4482 R
67551 R
4482 R
11362 R
4482 R
10151 R
4482 R
16090 R
4482 R
22205 R
4482 R
4833 R
4482 R
445 R
4482 R
1872 R
4482 R
524 R
4482 R
406 R
31 R
72 R
66 R
45 R
39 R
66 R
72 R
66 R
24 R
72 R
73 R
73 B
334 R
73 R
73 R
73 R
73 R
235 R
61367 R
61367 R
61367 R
17520 R
61367 R
21217 R
61367 R
22227 R
95 R
83 B
95 B
87 B
95 B
49 B
95 R
83 B
95 R
89 B
95 B
95 B
95 R
119 B
95 B
95 B
95 R
10 B
14 B
10 R
10 R
21 B
10 R
17 B
25 B
25 B
25 R
41 B
25 R
25 B
10 B
25 R
1557 R
966 R
3222 R
5688 R
12620 R
12748 R
3998 R
2392 R
17471 R
10358 R
13138 R
2295 R
19648 R
172 R
18108 R
14975 R
2927 R
2084 R
12846 R
13074 R
768 R
4196 R
5115 R
6105 R
977 R
4583 R
2220 R
6014 R
6691 R
29148 R
14619 R
12434 R
2082 R
17480 R
2596 R
9775 R
13225 R
12 R
12 R
12 R
13 R
15 R
16 R
16 R
15 R
46 R
59 B
46 R
50 B
46 R
59 B
46 R
59 B
46 R
59 B
46 R
59 B
46 R
53 B
46 R
59 B
46 R
53 B
46 R
12 B
12 R
126973 B
12 R
31 B
17 B
31 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1127 R
1148 B
1837 R
16 R
1831 R
1757 R
1377 R
381 R
1757 R
1239 R
7756 R
1752 R
369 R
657 R
30 R
108 R
1691 R
15 B
15 B
11 B
20 R
20 R
329 R
20 R
311 R
20 R
86 R
20 B
78 R
20 R
19 R
20 R
86 R
20 R
86 R
20 R
77 R
20 R
315 R
184 R
1078 B
184 R
1072 B
184 R
6982 B
184 B
182 B
184 B
190 B
184 R
28048 B
184 R
184 R
58726 B
184 R
42530 B
184 R
21976 B
184 R
12436 B
184 R
9700 B
184 B
208 B
55 B
55 B
55 R
26 B
55 R
63 B
55 R
55 B
46 B
11 B
11 B
11 B
86241 R
86241 R
1554 B
86241 R
51170 B
86241 R
35230 B
86241 R
85610 B
86241 R
2317 B
86241 R
86246 B
86241 R
17836 B
86241 R
83189 B
86241 R
67825 B
86241 R
60874 B
86241 R
55213 R
63 B
14 R
63 B
14 R
51 B
30 R
27 B
14 B
12 B
11 B
14 B
1181 R
3443 B
1181 B
1183 B
1181 B
1183 B
1181 R
1181 R
1735 B
1181 R
19026 B
1181 B
1089 B
1181 R
3770 B
1181 R
3626 B
15 R
40 B
15 R
17 B
15 R
29 B
15 R
40 B
15 R
154 R
451 B
154 R
451 B
154 R
451 B
154 R
451 B
154 R
451 B
154 R
451 B
154 R
451 B
22 R
22 R
38188 B
22 R
50 B
11 R
357 R
11 B
255 R
11 R
209 R
11 R
93 R
11 R
208 R
11 R
23 R
11 R
45 R
11 B
191 R
11 R
11 R
13 R
11 R
79 R
68 B
68 B
68 R
12039 B
68 R
11452 B
68 R
12033 B
68 R
12039 B
68 R
12003 B
68 B
68 B
68 R
68 R
1468 B
68 R
12039 B
68 R
12035 B
68 R
12039 B
18 B
18 B
35 R
35 R
155 B
35 R
149 B
99090 R
99090 R
2942 R
99090 R
7122 R
99090 R
9595 R
11 B
120 B
11 B
32 B
30 B
28 B
30 R
30 R
588 B
30 R
586 B
30 B
592 B
30 B
722 B
30 B
590 B
89 B
146 B
146 B
146 B
4098 B
89 B
86 B
14 R
20 B
14 R
276 B
277 B
215 B
11 R
11 R
15 B
11 R
18 B
11 R
18 B
1347 R
479 R
506 R
479 B
3400 R
479 R
2579 R
479 R
479 R
47 R
479 R
2087 R
479 R
47 R
479 R
1736 R
479 R
56 R
479 R
4527 R
479 R
47 R
479 R
47 R
479 R
1898 R
479 R
109 R
479 R
2345 R
479 R
1012 R
479 R
109 R
479 R
109 R
479 R
2338 R
479 R
11900 R
479 R
479 R
109 R
52 R
36 B
52 R
56 B
52 B
52 B
52 B
14 B
52 B
17 B
52 R
14 R
10 B
23 R
127 B
23 R
23 R
127 B
23 R
127 B
23 R
127 B
19 R
25 R
66 R
66 R
83 B
67 R
44 B
67 R
67 B
33 B
67 B
37 B
67 B
48 B
67 R
57 B
67 B
78 B
67 R
61 B
67 R
61 B
67 R
22 B
180 R
180 R
13659 B
65 R
65 R
22 B
65 R
37402 B
65 R
75 B
65 R
26 B
65 B
12371 B
65 B
7415 B
65 B
10193 B
65 B
74 B
65 B
74 B
1062 R
5558 R
1062 R
6287 R
1062 R
7214 R
1062 R
7961 R
1062 R
3657 R
1062 R
2031 R
1062 R
1062 R
2676 R
1062 R
3636 R
1062 R
4989 R
1062 B
9239 R
1062 R
3819 R
1062 R
1068 R
1062 R
388 R
1062 R
8864 R
1062 R
9240 R
1062 R
2559 R
1062 R
3780 R
1062 R
7916 R
1062 R
1062 R
776 R
1062 R
2700 R
1062 R
9126 R
1062 R
4200 R
1062 R
3675 R
1062 R
2832 R
6047 R
754 R
6047 R
88 R
6047 R
14613 R
6047 R
6047 R
2199 R
6047 R
4949 R
6047 R
2903 R
6047 R
14127 R
6047 R
1646 R
6047 R
9891 R
6047 R
14408 R
6047 R
10469 R
6047 R
5711 R
6047 R
810 R
6047 R
1934 R
6047 R
3031 R
6047 R
5071 R
6047 R
12418 R
6047 R
3935 R
6047 R
1633 R
6047 R
3703 R
6047 R
8269 R
6047 R
730 R
6047 R
13315 R
6047 R
5259 R
6047 R
1098 R
6047 R
6751 R
6047 R
7009 R
6047 R
1474 R
6047 R
863 R
6047 R
2051 R
6047 R
5125 R
65 R
119 R
65 R
418 R
65 B
315 R
65 R
418 R
65 R
421 R
65 R
121 R
65 R
146 R
65 R
403 R
65 R
405 R
65 R
407 R
65 R
277 R
65 R
413 R
65 R
297 R
26 R
26 R
45 B
26 R
45 B
26 R
44 B
10 R
14 R
108 B
14 R
108 B
14 R
113 B
14 R
113 B
14 R
11 B
14 R
3707 B
31 B
27 B
29 B
33 R
15 R
664 R
109 R
15 R
128 R
10349 R
67 R
43206 R
1608 R
15 R
11758 R
