1 0 0.3422841 0.3844499
1 100 0.4005593 0.4533522
1 200 0.3976889 0.4103265
1 300 0.4130167 0.3613289
1 400 0.4090083 0.422459
1 500 0.3792784 0.3602946
1 600 0.3739785 0.3433547
