arg ext 144 113 66 2000 R
file ext 61 65 4 9400 R
arg ext 37 101 33 8900 R
arg ext 125 101 33 700 R
arg ext 71 101 33 5500 R
arg ext 123 16 0 7400 R
file ext 205 65 70 6700 R
file ext 44 65 37 3400 R
arg ext 231 65 40 8300 R
arg ext 222 45 0 300 R
file ext 176 1 66 8100 R
arg ext 40 45 0 2600 R
file ext 94 16 37 2800 R
file ext 7 8 54 1700 R
file ext 179 64 70 5900 R
file ext 45 128 91 9500 R
file ext 206 16 33 8900 R
arg ext 180 65 50 1400 R
file ext 116 32 0 8000 R
file ext 108 0 25 8800 R
file ext 200 13 8 1200 R
file ext 54 13 8 6100 R
file ext 119 65 79 600 R
file ext 167 65 75 3000 R
file ext 125 65 66 7500 R
file ext 232 65 25 6700 R
file ext 172 65 25 7100 R
file ext 250 65 95 2300 B
file ext 162 65 91 8400 B
file ext 30 65 87 2700 R
file ext 252 65 70 3500 B
file ext 223 65 95 3200 B
file ext 214 65 58 3800 B
file ext 130 128 8 2600 R
arg ext 139 46 80 7000 B
arg ext 171 65 50 5600 R
arg ext 64 4 0 3600 B
arg ext 71 65 50 6800 R
arg ext 16 45 0 2700 B
arg ext 233 65 50 8500 R
arg ext 121 78 50 3400 R
arg ext 84 78 50 400 R
arg ext 235 78 50 9100 R
arg ext 124 78 50 9500 R
arg ext 17 45 0 9900 R
arg ext 66 1 0 2000 R
file ext 202 65 62 1600 B
arg ext 73 65 40 5300 R
arg ext 82 65 60 4100 R
arg ext 216 114 25 5000 R
arg ext 29 98 50 400 R
arg ext 77 98 50 500 R
arg ext 2 45 0 6000 R
file ext 73 65 8 4200 B
file ext 79 65 20 5300 B
arg ext 167 45 0 9000 B
file ext 241 65 91 3800 B
arg ext 215 45 0 4900 R
file ext 177 65 66 9600 B
arg ext 126 113 50 1400 R
file ext 99 65 83 100 B
arg ext 82 113 50 2400 R
arg ext 47 45 0 800 B
arg ext 212 8 0 6900 B
arg ext 123 65 50 7600 B
file ext 104 65 0 1800 B
arg ext 253 45 0 100 B
arg ext 121 2 0 2000 R
arg ext 140 114 77 800 R
arg ext 165 45 11 4100 R
arg ext 4 64 50 3800 B
arg ext 248 45 0 400 R
arg ext 115 35 50 4100 R
arg ext 108 35 50 3700 B
arg ext 150 45 0 2000 R
arg ext 26 117 20 8400 R
arg ext 142 101 40 5200 R
arg ext 42 113 10 8200 R
file ext 166 65 66 8700 R
arg ext 217 4 0 1500 R
arg ext 184 4 0 8500 R
arg ext 6 16 0 4800 R
arg ext 61 16 50 1800 R
arg ext 148 4 0 1800 R
arg ext 240 4 0 2200 R
arg ext 14 16 0 1400 R
arg ext 31 4 0 1800 B
arg ext 247 92 0 6400 R
file ext 70 65 20 800 R
file ext 184 65 91 200 B
file ext 65 65 70 9200 R
arg ext 200 110 66 5000 R
arg ext 224 65 50 9900 R
file ext 161 65 0 5100 R
file ext 180 65 75 7900 B
arg ext 52 2 0 2400 R
file ext 234 65 87 3300 B
file ext 12 65 75 6900 R
file ext 182 65 58 8600 R
file ext 78 65 95 7700 B
arg ext 45 48 50 5500 R
arg ext 237 99 25 9600 R
arg ext 213 116 0 1400 R
arg ext 11 116 0 2100 R
arg ext 194 100 50 6400 R
arg ext 102 12 50 6100 R
arg ext 254 36 70 8500 R
arg ext 1 8 0 3200 R
arg ext 212 32 50 8400 R
file ext 43 65 0 7400 R
arg ext 135 79 50 2600 R
arg ext 7 45 0 4600 R
arg ext 20 4 0 6700 R
file ext 242 65 50 8400 B
arg ext 168 65 30 9900 B
arg ext 172 32 50 9700 R
file ext 78 65 16 4500 R
arg ext 111 45 0 6400 B
arg ext 210 45 0 1400 R
arg ext 26 45 0 6800 R
arg ext 126 115 50 9000 R
file ext 122 65 95 8600 R
arg ext 32 45 50 8500 R
file ext 200 65 45 7100 R
arg ext 193 105 70 4200 R
arg ext 83 116 20 5600 R
arg ext 152 45 0 3600 R
file ext 43 65 4 5000 R
arg ext 35 45 0 3000 R
file ext 83 65 91 9200 R
file ext 151 65 4 0 R
arg ext 190 116 20 3800 R
file ext 149 65 0 8600 R
arg ext 23 120 0 500 B
arg ext 93 45 0 8300 R
arg ext 63 45 10 5100 R
arg ext 14 112 60 2600 R
arg ext 233 45 10 6800 R
arg ext 36 45 0 6600 R
arg ext 35 48 0 1100 R
file ext 129 65 66 3900 R
arg ext 77 91 0 7300 R
arg ext 3 91 0 5300 B
arg ext 68 91 0 2200 R
arg ext 230 65 50 800 B
arg ext 180 65 50 1100 B
arg ext 211 65 50 8900 R
arg ext 116 91 0 7700 R
arg ext 39 91 0 3900 R
arg ext 112 91 0 7300 R
arg ext 227 16 0 1900 R
arg ext 199 65 50 6100 R
arg ext 10 16 0 5700 B
arg ext 66 65 50 7700 B
arg ext 243 65 50 7800 R
arg ext 49 16 0 2000 B
arg ext 63 91 0 1700 B
arg ext 48 65 50 8800 R
arg ext 56 91 0 0 B
file ext 132 65 58 3000 R
arg ext 34 66 0 4100 R
file ext 166 65 20 3800 B
file ext 21 65 12 7800 B
arg ext 99 65 70 7000 R
arg ext 244 65 50 5800 B
arg ext 148 12 0 200 R
