1 0 0.3458586 0.4321746
1 100 0.4088309 0.4038178
1 200 0.4187756 0.3765974
1 300 0.4045122 0.379565
1 400 0.4037442 0.4320818
1 500 0.4104778 0.3818874
1 600 0.4210341 0.416128

