1 0 0.3561105 0.4096965
1 100 0.4059398 0.4099423
1 200 0.3923031 0.3453593
1 300 0.3924838 0.3950123
1 400 0.4097279 0.3774766
1 500 0.4271834 0.4299527
1 600 0.4053892 0.3266686

